x	y	z	wkt_geom
4	9	13	"Polygon((-77.1428571428571 -38.5714285714286,-51.4285714285714 -38.5714285714286,-51.4285714285714 -25.7142857142857,-77.1428571428571 -25.7142857142857,-77.1428571428571 -38.5714285714286))"
5	9	13	"Polygon((-51.4285714285714 -38.5714285714286,-25.7142857142857 -38.5714285714286,-25.7142857142857 -25.7142857142857,-51.4285714285714 -25.7142857142857,-51.4285714285714 -38.5714285714286))"
6	9	13	"Polygon((-25.7142857142857 -38.5714285714286,-7.105427357601E-15 -38.5714285714286,-7.105427357601E-15 -25.7142857142857,-25.7142857142857 -25.7142857142857,-25.7142857142857 -38.5714285714286))"
7	9	13	"Polygon((0 -38.5714285714286,25.7142857142857 -38.5714285714286,25.7142857142857 -25.7142857142857,0 -25.7142857142857,0 -38.5714285714286))"
8	9	13	"Polygon((25.7142857142857 -38.5714285714286,51.4285714285714 -38.5714285714286,51.4285714285714 -25.7142857142857,25.7142857142857 -25.7142857142857,25.7142857142857 -38.5714285714286))"
9	9	13	"Polygon((51.4285714285714 -38.5714285714286,77.1428571428572 -38.5714285714286,77.1428571428572 -25.7142857142857,51.4285714285714 -25.7142857142857,51.4285714285714 -38.5714285714286))"
10	9	13	"Polygon((77.1428571428572 -38.5714285714286,102.857142857143 -38.5714285714286,102.857142857143 -25.7142857142857,77.1428571428572 -25.7142857142857,77.1428571428572 -38.5714285714286))"
11	9	13	"Polygon((102.857142857143 -38.5714285714286,128.571428571429 -38.5714285714286,128.571428571429 -25.7142857142857,102.857142857143 -25.7142857142857,102.857142857143 -38.5714285714286))"
12	9	13	"Polygon((128.571428571429 -38.5714285714286,154.285714285714 -38.5714285714286,154.285714285714 -25.7142857142857,128.571428571429 -25.7142857142857,128.571428571429 -38.5714285714286))"
13	9	13	"Polygon((154.285714285714 -38.5714285714286,180 -38.5714285714286,180 -25.7142857142857,154.285714285714 -25.7142857142857,154.285714285714 -38.5714285714286))"
0	10	13	"Polygon((-180 -51.4285714285714,-154.285714285714 -51.4285714285714,-154.285714285714 -38.5714285714286,-180 -38.5714285714286,-180 -51.4285714285714))"
1	10	13	"Polygon((-154.285714285714 -51.4285714285714,-128.571428571429 -51.4285714285714,-128.571428571429 -38.5714285714286,-154.285714285714 -38.5714285714286,-154.285714285714 -51.4285714285714))"
2	10	13	"Polygon((-128.571428571429 -51.4285714285714,-102.857142857143 -51.4285714285714,-102.857142857143 -38.5714285714286,-128.571428571429 -38.5714285714286,-128.571428571429 -51.4285714285714))"
3	10	13	"Polygon((-102.857142857143 -51.4285714285714,-77.1428571428571 -51.4285714285714,-77.1428571428571 -38.5714285714286,-102.857142857143 -38.5714285714286,-102.857142857143 -51.4285714285714))"
4	10	13	"Polygon((-77.1428571428571 -51.4285714285714,-51.4285714285714 -51.4285714285714,-51.4285714285714 -38.5714285714286,-77.1428571428571 -38.5714285714286,-77.1428571428571 -51.4285714285714))"
5	10	13	"Polygon((-51.4285714285714 -51.4285714285714,-25.7142857142857 -51.4285714285714,-25.7142857142857 -38.5714285714286,-51.4285714285714 -38.5714285714286,-51.4285714285714 -51.4285714285714))"
6	10	13	"Polygon((-25.7142857142857 -51.4285714285714,-7.105427357601E-15 -51.4285714285714,-7.105427357601E-15 -38.5714285714286,-25.7142857142857 -38.5714285714286,-25.7142857142857 -51.4285714285714))"
7	10	13	"Polygon((0 -51.4285714285714,25.7142857142857 -51.4285714285714,25.7142857142857 -38.5714285714286,0 -38.5714285714286,0 -51.4285714285714))"
8	10	13	"Polygon((25.7142857142857 -51.4285714285714,51.4285714285714 -51.4285714285714,51.4285714285714 -38.5714285714286,25.7142857142857 -38.5714285714286,25.7142857142857 -51.4285714285714))"
9	10	13	"Polygon((51.4285714285714 -51.4285714285714,77.1428571428572 -51.4285714285714,77.1428571428572 -38.5714285714286,51.4285714285714 -38.5714285714286,51.4285714285714 -51.4285714285714))"
10	10	13	"Polygon((77.1428571428572 -51.4285714285714,102.857142857143 -51.4285714285714,102.857142857143 -38.5714285714286,77.1428571428572 -38.5714285714286,77.1428571428572 -51.4285714285714))"
11	10	13	"Polygon((102.857142857143 -51.4285714285714,128.571428571429 -51.4285714285714,128.571428571429 -38.5714285714286,102.857142857143 -38.5714285714286,102.857142857143 -51.4285714285714))"
12	10	13	"Polygon((128.571428571429 -51.4285714285714,154.285714285714 -51.4285714285714,154.285714285714 -38.5714285714286,128.571428571429 -38.5714285714286,128.571428571429 -51.4285714285714))"
13	10	13	"Polygon((154.285714285714 -51.4285714285714,180 -51.4285714285714,180 -38.5714285714286,154.285714285714 -38.5714285714286,154.285714285714 -51.4285714285714))"
0	11	13	"Polygon((-180 -64.2857142857143,-154.285714285714 -64.2857142857143,-154.285714285714 -51.4285714285714,-180 -51.4285714285714,-180 -64.2857142857143))"
1	11	13	"Polygon((-154.285714285714 -64.2857142857143,-128.571428571429 -64.2857142857143,-128.571428571429 -51.4285714285714,-154.285714285714 -51.4285714285714,-154.285714285714 -64.2857142857143))"
2	11	13	"Polygon((-128.571428571429 -64.2857142857143,-102.857142857143 -64.2857142857143,-102.857142857143 -51.4285714285714,-128.571428571429 -51.4285714285714,-128.571428571429 -64.2857142857143))"
3	11	13	"Polygon((-102.857142857143 -64.2857142857143,-77.1428571428571 -64.2857142857143,-77.1428571428571 -51.4285714285714,-102.857142857143 -51.4285714285714,-102.857142857143 -64.2857142857143))"
4	11	13	"Polygon((-77.1428571428571 -64.2857142857143,-51.4285714285714 -64.2857142857143,-51.4285714285714 -51.4285714285714,-77.1428571428571 -51.4285714285714,-77.1428571428571 -64.2857142857143))"
5	11	13	"Polygon((-51.4285714285714 -64.2857142857143,-25.7142857142857 -64.2857142857143,-25.7142857142857 -51.4285714285714,-51.4285714285714 -51.4285714285714,-51.4285714285714 -64.2857142857143))"
6	11	13	"Polygon((-25.7142857142857 -64.2857142857143,-7.105427357601E-15 -64.2857142857143,-7.105427357601E-15 -51.4285714285714,-25.7142857142857 -51.4285714285714,-25.7142857142857 -64.2857142857143))"
7	11	13	"Polygon((0 -64.2857142857143,25.7142857142857 -64.2857142857143,25.7142857142857 -51.4285714285714,0 -51.4285714285714,0 -64.2857142857143))"
8	11	13	"Polygon((25.7142857142857 -64.2857142857143,51.4285714285714 -64.2857142857143,51.4285714285714 -51.4285714285714,25.7142857142857 -51.4285714285714,25.7142857142857 -64.2857142857143))"
9	11	13	"Polygon((51.4285714285714 -64.2857142857143,77.1428571428572 -64.2857142857143,77.1428571428572 -51.4285714285714,51.4285714285714 -51.4285714285714,51.4285714285714 -64.2857142857143))"
10	11	13	"Polygon((77.1428571428572 -64.2857142857143,102.857142857143 -64.2857142857143,102.857142857143 -51.4285714285714,77.1428571428572 -51.4285714285714,77.1428571428572 -64.2857142857143))"
11	11	13	"Polygon((102.857142857143 -64.2857142857143,128.571428571429 -64.2857142857143,128.571428571429 -51.4285714285714,102.857142857143 -51.4285714285714,102.857142857143 -64.2857142857143))"
12	11	13	"Polygon((128.571428571429 -64.2857142857143,154.285714285714 -64.2857142857143,154.285714285714 -51.4285714285714,128.571428571429 -51.4285714285714,128.571428571429 -64.2857142857143))"
13	11	13	"Polygon((154.285714285714 -64.2857142857143,180 -64.2857142857143,180 -51.4285714285714,154.285714285714 -51.4285714285714,154.285714285714 -64.2857142857143))"
0	12	13	"Polygon((-180 -77.1428571428571,-154.285714285714 -77.1428571428571,-154.285714285714 -64.2857142857143,-180 -64.2857142857143,-180 -77.1428571428571))"
1	12	13	"Polygon((-154.285714285714 -77.1428571428571,-128.571428571429 -77.1428571428571,-128.571428571429 -64.2857142857143,-154.285714285714 -64.2857142857143,-154.285714285714 -77.1428571428571))"
2	12	13	"Polygon((-128.571428571429 -77.1428571428571,-102.857142857143 -77.1428571428571,-102.857142857143 -64.2857142857143,-128.571428571429 -64.2857142857143,-128.571428571429 -77.1428571428571))"
3	12	13	"Polygon((-102.857142857143 -77.1428571428571,-77.1428571428571 -77.1428571428571,-77.1428571428571 -64.2857142857143,-102.857142857143 -64.2857142857143,-102.857142857143 -77.1428571428571))"
4	12	13	"Polygon((-77.1428571428571 -77.1428571428571,-51.4285714285714 -77.1428571428571,-51.4285714285714 -64.2857142857143,-77.1428571428571 -64.2857142857143,-77.1428571428571 -77.1428571428571))"
5	12	13	"Polygon((-51.4285714285714 -77.1428571428571,-25.7142857142857 -77.1428571428571,-25.7142857142857 -64.2857142857143,-51.4285714285714 -64.2857142857143,-51.4285714285714 -77.1428571428571))"
6	12	13	"Polygon((-25.7142857142857 -77.1428571428571,-7.105427357601E-15 -77.1428571428571,-7.105427357601E-15 -64.2857142857143,-25.7142857142857 -64.2857142857143,-25.7142857142857 -77.1428571428571))"
7	12	13	"Polygon((0 -77.1428571428571,25.7142857142857 -77.1428571428571,25.7142857142857 -64.2857142857143,0 -64.2857142857143,0 -77.1428571428571))"
8	12	13	"Polygon((25.7142857142857 -77.1428571428571,51.4285714285714 -77.1428571428571,51.4285714285714 -64.2857142857143,25.7142857142857 -64.2857142857143,25.7142857142857 -77.1428571428571))"
9	12	13	"Polygon((51.4285714285714 -77.1428571428571,77.1428571428572 -77.1428571428571,77.1428571428572 -64.2857142857143,51.4285714285714 -64.2857142857143,51.4285714285714 -77.1428571428571))"
10	12	13	"Polygon((77.1428571428572 -77.1428571428571,102.857142857143 -77.1428571428571,102.857142857143 -64.2857142857143,77.1428571428572 -64.2857142857143,77.1428571428572 -77.1428571428571))"
11	12	13	"Polygon((102.857142857143 -77.1428571428571,128.571428571429 -77.1428571428571,128.571428571429 -64.2857142857143,102.857142857143 -64.2857142857143,102.857142857143 -77.1428571428571))"
12	12	13	"Polygon((128.571428571429 -77.1428571428571,154.285714285714 -77.1428571428571,154.285714285714 -64.2857142857143,128.571428571429 -64.2857142857143,128.571428571429 -77.1428571428571))"
13	12	13	"Polygon((154.285714285714 -77.1428571428571,180 -77.1428571428571,180 -64.2857142857143,154.285714285714 -64.2857142857143,154.285714285714 -77.1428571428571))"
0	13	13	"Polygon((-180 -90,-154.285714285714 -90,-154.285714285714 -77.1428571428571,-180 -77.1428571428571,-180 -90))"
1	13	13	"Polygon((-154.285714285714 -90,-128.571428571429 -90,-128.571428571429 -77.1428571428571,-154.285714285714 -77.1428571428571,-154.285714285714 -90))"
2	13	13	"Polygon((-128.571428571429 -90,-102.857142857143 -90,-102.857142857143 -77.1428571428571,-128.571428571429 -77.1428571428571,-128.571428571429 -90))"
3	13	13	"Polygon((-102.857142857143 -90,-77.1428571428571 -90,-77.1428571428571 -77.1428571428571,-102.857142857143 -77.1428571428571,-102.857142857143 -90))"
4	13	13	"Polygon((-77.1428571428571 -90,-51.4285714285714 -90,-51.4285714285714 -77.1428571428571,-77.1428571428571 -77.1428571428571,-77.1428571428571 -90))"
5	13	13	"Polygon((-51.4285714285714 -90,-25.7142857142857 -90,-25.7142857142857 -77.1428571428571,-51.4285714285714 -77.1428571428571,-51.4285714285714 -90))"
6	13	13	"Polygon((-25.7142857142857 -90,-7.105427357601E-15 -90,-7.105427357601E-15 -77.1428571428571,-25.7142857142857 -77.1428571428571,-25.7142857142857 -90))"
7	13	13	"Polygon((0 -90,25.7142857142857 -90,25.7142857142857 -77.1428571428571,0 -77.1428571428571,0 -90))"
8	13	13	"Polygon((25.7142857142857 -90,51.4285714285714 -90,51.4285714285714 -77.1428571428571,25.7142857142857 -77.1428571428571,25.7142857142857 -90))"
9	13	13	"Polygon((51.4285714285714 -90,77.1428571428572 -90,77.1428571428572 -77.1428571428571,51.4285714285714 -77.1428571428571,51.4285714285714 -90))"
10	13	13	"Polygon((77.1428571428572 -90,102.857142857143 -90,102.857142857143 -77.1428571428571,77.1428571428572 -77.1428571428571,77.1428571428572 -90))"
11	13	13	"Polygon((102.857142857143 -90,128.571428571429 -90,128.571428571429 -77.1428571428571,102.857142857143 -77.1428571428571,102.857142857143 -90))"
12	13	13	"Polygon((128.571428571429 -90,154.285714285714 -90,154.285714285714 -77.1428571428571,128.571428571429 -77.1428571428571,128.571428571429 -90))"
13	13	13	"Polygon((154.285714285714 -90,180 -90,180 -77.1428571428571,154.285714285714 -77.1428571428571,154.285714285714 -90))"
0	0	14	"Polygon((-180 78,-156 78,-156 90,-180 90,-180 78))"
1	0	14	"Polygon((-156 78,-132 78,-132 90,-156 90,-156 78))"
2	0	14	"Polygon((-132 78,-108 78,-108 90,-132 90,-132 78))"
3	0	14	"Polygon((-108 78,-84 78,-84 90,-108 90,-108 78))"
4	0	14	"Polygon((-84 78,-60 78,-60 90,-84 90,-84 78))"
5	0	14	"Polygon((-60 78,-36 78,-36 90,-60 90,-60 78))"
6	0	14	"Polygon((-36 78,-12 78,-12 90,-36 90,-36 78))"
7	0	14	"Polygon((-12 78,12 78,12 90,-12 90,-12 78))"
8	0	14	"Polygon((12 78,36 78,36 90,12 90,12 78))"
9	0	14	"Polygon((36 78,60 78,60 90,36 90,36 78))"
10	0	14	"Polygon((60 78,84 78,84 90,60 90,60 78))"
11	0	14	"Polygon((84 78,108 78,108 90,84 90,84 78))"
12	0	14	"Polygon((108 78,132 78,132 90,108 90,108 78))"
13	0	14	"Polygon((132 78,156 78,156 90,132 90,132 78))"
14	0	14	"Polygon((156 78,180 78,180 90,156 90,156 78))"
0	1	14	"Polygon((-180 66,-156 66,-156 78,-180 78,-180 66))"
1	1	14	"Polygon((-156 66,-132 66,-132 78,-156 78,-156 66))"
2	1	14	"Polygon((-132 66,-108 66,-108 78,-132 78,-132 66))"
3	1	14	"Polygon((-108 66,-84 66,-84 78,-108 78,-108 66))"
4	1	14	"Polygon((-84 66,-60 66,-60 78,-84 78,-84 66))"
5	1	14	"Polygon((-60 66,-36 66,-36 78,-60 78,-60 66))"
6	1	14	"Polygon((-36 66,-12 66,-12 78,-36 78,-36 66))"
7	1	14	"Polygon((-12 66,12 66,12 78,-12 78,-12 66))"
8	1	14	"Polygon((12 66,36 66,36 78,12 78,12 66))"
9	1	14	"Polygon((36 66,60 66,60 78,36 78,36 66))"
10	1	14	"Polygon((60 66,84 66,84 78,60 78,60 66))"
11	1	14	"Polygon((84 66,108 66,108 78,84 78,84 66))"
12	1	14	"Polygon((108 66,132 66,132 78,108 78,108 66))"
13	1	14	"Polygon((132 66,156 66,156 78,132 78,132 66))"
14	1	14	"Polygon((156 66,180 66,180 78,156 78,156 66))"
0	2	14	"Polygon((-180 54,-156 54,-156 66,-180 66,-180 54))"
1	2	14	"Polygon((-156 54,-132 54,-132 66,-156 66,-156 54))"
2	2	14	"Polygon((-132 54,-108 54,-108 66,-132 66,-132 54))"
3	2	14	"Polygon((-108 54,-84 54,-84 66,-108 66,-108 54))"
4	2	14	"Polygon((-84 54,-60 54,-60 66,-84 66,-84 54))"
5	2	14	"Polygon((-60 54,-36 54,-36 66,-60 66,-60 54))"
6	2	14	"Polygon((-36 54,-12 54,-12 66,-36 66,-36 54))"
7	2	14	"Polygon((-12 54,12 54,12 66,-12 66,-12 54))"
8	2	14	"Polygon((12 54,36 54,36 66,12 66,12 54))"
9	2	14	"Polygon((36 54,60 54,60 66,36 66,36 54))"
10	2	14	"Polygon((60 54,84 54,84 66,60 66,60 54))"
11	2	14	"Polygon((84 54,108 54,108 66,84 66,84 54))"
12	2	14	"Polygon((108 54,132 54,132 66,108 66,108 54))"
13	2	14	"Polygon((132 54,156 54,156 66,132 66,132 54))"
14	2	14	"Polygon((156 54,180 54,180 66,156 66,156 54))"
0	3	14	"Polygon((-180 42,-156 42,-156 54,-180 54,-180 42))"
1	3	14	"Polygon((-156 42,-132 42,-132 54,-156 54,-156 42))"
2	3	14	"Polygon((-132 42,-108 42,-108 54,-132 54,-132 42))"
3	3	14	"Polygon((-108 42,-84 42,-84 54,-108 54,-108 42))"
4	3	14	"Polygon((-84 42,-60 42,-60 54,-84 54,-84 42))"
5	3	14	"Polygon((-60 42,-36 42,-36 54,-60 54,-60 42))"
6	3	14	"Polygon((-36 42,-12 42,-12 54,-36 54,-36 42))"
7	3	14	"Polygon((-12 42,12 42,12 54,-12 54,-12 42))"
8	3	14	"Polygon((12 42,36 42,36 54,12 54,12 42))"
9	3	14	"Polygon((36 42,60 42,60 54,36 54,36 42))"
10	3	14	"Polygon((60 42,84 42,84 54,60 54,60 42))"
11	3	14	"Polygon((84 42,108 42,108 54,84 54,84 42))"
12	3	14	"Polygon((108 42,132 42,132 54,108 54,108 42))"
13	3	14	"Polygon((132 42,156 42,156 54,132 54,132 42))"
14	3	14	"Polygon((156 42,180 42,180 54,156 54,156 42))"
0	4	14	"Polygon((-180 30,-156 30,-156 42,-180 42,-180 30))"
1	4	14	"Polygon((-156 30,-132 30,-132 42,-156 42,-156 30))"
2	4	14	"Polygon((-132 30,-108 30,-108 42,-132 42,-132 30))"
3	4	14	"Polygon((-108 30,-84 30,-84 42,-108 42,-108 30))"
4	4	14	"Polygon((-84 30,-60 30,-60 42,-84 42,-84 30))"
5	4	14	"Polygon((-60 30,-36 30,-36 42,-60 42,-60 30))"
6	4	14	"Polygon((-36 30,-12 30,-12 42,-36 42,-36 30))"
7	4	14	"Polygon((-12 30,12 30,12 42,-12 42,-12 30))"
8	4	14	"Polygon((12 30,36 30,36 42,12 42,12 30))"
9	4	14	"Polygon((36 30,60 30,60 42,36 42,36 30))"
10	4	14	"Polygon((60 30,84 30,84 42,60 42,60 30))"
11	4	14	"Polygon((84 30,108 30,108 42,84 42,84 30))"
12	4	14	"Polygon((108 30,132 30,132 42,108 42,108 30))"
13	4	14	"Polygon((132 30,156 30,156 42,132 42,132 30))"
14	4	14	"Polygon((156 30,180 30,180 42,156 42,156 30))"
0	5	14	"Polygon((-180 18,-156 18,-156 30,-180 30,-180 18))"
1	5	14	"Polygon((-156 18,-132 18,-132 30,-156 30,-156 18))"
2	5	14	"Polygon((-132 18,-108 18,-108 30,-132 30,-132 18))"
3	5	14	"Polygon((-108 18,-84 18,-84 30,-108 30,-108 18))"
4	5	14	"Polygon((-84 18,-60 18,-60 30,-84 30,-84 18))"
5	5	14	"Polygon((-60 18,-36 18,-36 30,-60 30,-60 18))"
6	5	14	"Polygon((-36 18,-12 18,-12 30,-36 30,-36 18))"
7	5	14	"Polygon((-12 18,12 18,12 30,-12 30,-12 18))"
8	5	14	"Polygon((12 18,36 18,36 30,12 30,12 18))"
9	5	14	"Polygon((36 18,60 18,60 30,36 30,36 18))"
10	5	14	"Polygon((60 18,84 18,84 30,60 30,60 18))"
11	5	14	"Polygon((84 18,108 18,108 30,84 30,84 18))"
12	5	14	"Polygon((108 18,132 18,132 30,108 30,108 18))"
13	5	14	"Polygon((132 18,156 18,156 30,132 30,132 18))"
14	5	14	"Polygon((156 18,180 18,180 30,156 30,156 18))"
0	6	14	"Polygon((-180 6,-156 6,-156 18,-180 18,-180 6))"
1	6	14	"Polygon((-156 6,-132 6,-132 18,-156 18,-156 6))"
2	6	14	"Polygon((-132 6,-108 6,-108 18,-132 18,-132 6))"
3	6	14	"Polygon((-108 6,-84 6,-84 18,-108 18,-108 6))"
4	6	14	"Polygon((-84 6,-60 6,-60 18,-84 18,-84 6))"
5	6	14	"Polygon((-60 6,-36 6,-36 18,-60 18,-60 6))"
6	6	14	"Polygon((-36 6,-12 6,-12 18,-36 18,-36 6))"
7	6	14	"Polygon((-12 6,12 6,12 18,-12 18,-12 6))"
8	6	14	"Polygon((12 6,36 6,36 18,12 18,12 6))"
9	6	14	"Polygon((36 6,60 6,60 18,36 18,36 6))"
10	6	14	"Polygon((60 6,84 6,84 18,60 18,60 6))"
11	6	14	"Polygon((84 6,108 6,108 18,84 18,84 6))"
12	6	14	"Polygon((108 6,132 6,132 18,108 18,108 6))"
13	6	14	"Polygon((132 6,156 6,156 18,132 18,132 6))"
14	6	14	"Polygon((156 6,180 6,180 18,156 18,156 6))"
0	7	14	"Polygon((-180 -6,-156 -6,-156 6,-180 6,-180 -6))"
1	7	14	"Polygon((-156 -6,-132 -6,-132 6,-156 6,-156 -6))"
2	7	14	"Polygon((-132 -6,-108 -6,-108 6,-132 6,-132 -6))"
3	7	14	"Polygon((-108 -6,-84 -6,-84 6,-108 6,-108 -6))"
4	7	14	"Polygon((-84 -6,-60 -6,-60 6,-84 6,-84 -6))"
5	7	14	"Polygon((-60 -6,-36 -6,-36 6,-60 6,-60 -6))"
6	7	14	"Polygon((-36 -6,-12 -6,-12 6,-36 6,-36 -6))"
7	7	14	"Polygon((-12 -6,12 -6,12 6,-12 6,-12 -6))"
8	7	14	"Polygon((12 -6,36 -6,36 6,12 6,12 -6))"
9	7	14	"Polygon((36 -6,60 -6,60 6,36 6,36 -6))"
10	7	14	"Polygon((60 -6,84 -6,84 6,60 6,60 -6))"
11	7	14	"Polygon((84 -6,108 -6,108 6,84 6,84 -6))"
12	7	14	"Polygon((108 -6,132 -6,132 6,108 6,108 -6))"
13	7	14	"Polygon((132 -6,156 -6,156 6,132 6,132 -6))"
14	7	14	"Polygon((156 -6,180 -6,180 6,156 6,156 -6))"
0	8	14	"Polygon((-180 -18,-156 -18,-156 -6,-180 -6,-180 -18))"
1	8	14	"Polygon((-156 -18,-132 -18,-132 -6,-156 -6,-156 -18))"
2	8	14	"Polygon((-132 -18,-108 -18,-108 -6,-132 -6,-132 -18))"
3	8	14	"Polygon((-108 -18,-84 -18,-84 -6,-108 -6,-108 -18))"
4	8	14	"Polygon((-84 -18,-60 -18,-60 -6,-84 -6,-84 -18))"
5	8	14	"Polygon((-60 -18,-36 -18,-36 -6,-60 -6,-60 -18))"
6	8	14	"Polygon((-36 -18,-12 -18,-12 -6,-36 -6,-36 -18))"
7	8	14	"Polygon((-12 -18,12 -18,12 -6,-12 -6,-12 -18))"
8	8	14	"Polygon((12 -18,36 -18,36 -6,12 -6,12 -18))"
9	8	14	"Polygon((36 -18,60 -18,60 -6,36 -6,36 -18))"
10	8	14	"Polygon((60 -18,84 -18,84 -6,60 -6,60 -18))"
11	8	14	"Polygon((84 -18,108 -18,108 -6,84 -6,84 -18))"
12	8	14	"Polygon((108 -18,132 -18,132 -6,108 -6,108 -18))"
13	8	14	"Polygon((132 -18,156 -18,156 -6,132 -6,132 -18))"
14	8	14	"Polygon((156 -18,180 -18,180 -6,156 -6,156 -18))"
0	9	14	"Polygon((-180 -30,-156 -30,-156 -18,-180 -18,-180 -30))"
1	9	14	"Polygon((-156 -30,-132 -30,-132 -18,-156 -18,-156 -30))"
2	9	14	"Polygon((-132 -30,-108 -30,-108 -18,-132 -18,-132 -30))"
3	9	14	"Polygon((-108 -30,-84 -30,-84 -18,-108 -18,-108 -30))"
4	9	14	"Polygon((-84 -30,-60 -30,-60 -18,-84 -18,-84 -30))"
5	9	14	"Polygon((-60 -30,-36 -30,-36 -18,-60 -18,-60 -30))"
6	9	14	"Polygon((-36 -30,-12 -30,-12 -18,-36 -18,-36 -30))"
7	9	14	"Polygon((-12 -30,12 -30,12 -18,-12 -18,-12 -30))"
8	9	14	"Polygon((12 -30,36 -30,36 -18,12 -18,12 -30))"
9	9	14	"Polygon((36 -30,60 -30,60 -18,36 -18,36 -30))"
10	9	14	"Polygon((60 -30,84 -30,84 -18,60 -18,60 -30))"
11	9	14	"Polygon((84 -30,108 -30,108 -18,84 -18,84 -30))"
12	9	14	"Polygon((108 -30,132 -30,132 -18,108 -18,108 -30))"
13	9	14	"Polygon((132 -30,156 -30,156 -18,132 -18,132 -30))"
14	9	14	"Polygon((156 -30,180 -30,180 -18,156 -18,156 -30))"
0	10	14	"Polygon((-180 -42,-156 -42,-156 -30,-180 -30,-180 -42))"
1	10	14	"Polygon((-156 -42,-132 -42,-132 -30,-156 -30,-156 -42))"
2	10	14	"Polygon((-132 -42,-108 -42,-108 -30,-132 -30,-132 -42))"
3	10	14	"Polygon((-108 -42,-84 -42,-84 -30,-108 -30,-108 -42))"
4	10	14	"Polygon((-84 -42,-60 -42,-60 -30,-84 -30,-84 -42))"
5	10	14	"Polygon((-60 -42,-36 -42,-36 -30,-60 -30,-60 -42))"
6	10	14	"Polygon((-36 -42,-12 -42,-12 -30,-36 -30,-36 -42))"
7	10	14	"Polygon((-12 -42,12 -42,12 -30,-12 -30,-12 -42))"
8	10	14	"Polygon((12 -42,36 -42,36 -30,12 -30,12 -42))"
9	10	14	"Polygon((36 -42,60 -42,60 -30,36 -30,36 -42))"
10	10	14	"Polygon((60 -42,84 -42,84 -30,60 -30,60 -42))"
11	10	14	"Polygon((84 -42,108 -42,108 -30,84 -30,84 -42))"
12	10	14	"Polygon((108 -42,132 -42,132 -30,108 -30,108 -42))"
13	10	14	"Polygon((132 -42,156 -42,156 -30,132 -30,132 -42))"
14	10	14	"Polygon((156 -42,180 -42,180 -30,156 -30,156 -42))"
0	11	14	"Polygon((-180 -54,-156 -54,-156 -42,-180 -42,-180 -54))"
1	11	14	"Polygon((-156 -54,-132 -54,-132 -42,-156 -42,-156 -54))"
2	11	14	"Polygon((-132 -54,-108 -54,-108 -42,-132 -42,-132 -54))"
3	11	14	"Polygon((-108 -54,-84 -54,-84 -42,-108 -42,-108 -54))"
4	11	14	"Polygon((-84 -54,-60 -54,-60 -42,-84 -42,-84 -54))"
5	11	14	"Polygon((-60 -54,-36 -54,-36 -42,-60 -42,-60 -54))"
6	11	14	"Polygon((-36 -54,-12 -54,-12 -42,-36 -42,-36 -54))"
7	11	14	"Polygon((-12 -54,12 -54,12 -42,-12 -42,-12 -54))"
8	11	14	"Polygon((12 -54,36 -54,36 -42,12 -42,12 -54))"
9	11	14	"Polygon((36 -54,60 -54,60 -42,36 -42,36 -54))"
10	11	14	"Polygon((60 -54,84 -54,84 -42,60 -42,60 -54))"
11	11	14	"Polygon((84 -54,108 -54,108 -42,84 -42,84 -54))"
12	11	14	"Polygon((108 -54,132 -54,132 -42,108 -42,108 -54))"
13	11	14	"Polygon((132 -54,156 -54,156 -42,132 -42,132 -54))"
14	11	14	"Polygon((156 -54,180 -54,180 -42,156 -42,156 -54))"
0	12	14	"Polygon((-180 -66,-156 -66,-156 -54,-180 -54,-180 -66))"
1	12	14	"Polygon((-156 -66,-132 -66,-132 -54,-156 -54,-156 -66))"
2	12	14	"Polygon((-132 -66,-108 -66,-108 -54,-132 -54,-132 -66))"
3	12	14	"Polygon((-108 -66,-84 -66,-84 -54,-108 -54,-108 -66))"
4	12	14	"Polygon((-84 -66,-60 -66,-60 -54,-84 -54,-84 -66))"
5	12	14	"Polygon((-60 -66,-36 -66,-36 -54,-60 -54,-60 -66))"
6	12	14	"Polygon((-36 -66,-12 -66,-12 -54,-36 -54,-36 -66))"
7	12	14	"Polygon((-12 -66,12 -66,12 -54,-12 -54,-12 -66))"
8	12	14	"Polygon((12 -66,36 -66,36 -54,12 -54,12 -66))"
9	12	14	"Polygon((36 -66,60 -66,60 -54,36 -54,36 -66))"
10	12	14	"Polygon((60 -66,84 -66,84 -54,60 -54,60 -66))"
11	12	14	"Polygon((84 -66,108 -66,108 -54,84 -54,84 -66))"
12	12	14	"Polygon((108 -66,132 -66,132 -54,108 -54,108 -66))"
13	12	14	"Polygon((132 -66,156 -66,156 -54,132 -54,132 -66))"
14	12	14	"Polygon((156 -66,180 -66,180 -54,156 -54,156 -66))"
0	13	14	"Polygon((-180 -78,-156 -78,-156 -66,-180 -66,-180 -78))"
1	13	14	"Polygon((-156 -78,-132 -78,-132 -66,-156 -66,-156 -78))"
2	13	14	"Polygon((-132 -78,-108 -78,-108 -66,-132 -66,-132 -78))"
3	13	14	"Polygon((-108 -78,-84 -78,-84 -66,-108 -66,-108 -78))"
4	13	14	"Polygon((-84 -78,-60 -78,-60 -66,-84 -66,-84 -78))"
5	13	14	"Polygon((-60 -78,-36 -78,-36 -66,-60 -66,-60 -78))"
6	13	14	"Polygon((-36 -78,-12 -78,-12 -66,-36 -66,-36 -78))"
